,YEAR,MAKE,MODEL,CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL_TYPE,FUEL_CONSUMPTION_CITY,FUEL_CONSUMPTION_HWY,FUEL_CONSUMPTION_COMB_L,FUEL_CONSUMPTION_COMB_mpg,CO2_EMISSIONS,CO2_Rating,Smog_Rating
634,2020,MASERATI,LEVANTE GTS,SUV: STANDARD,3.8,8.0,AS8,Z,17.3,12.9,15.3,18.0,360.0,2.0,1.0
635,2020,MASERATI,LEVANTE TROFEO,SUV: STANDARD,3.8,8.0,AS8,Z,17.3,12.9,15.3,18.0,360.0,2.0,1.0
636,2020,MASERATI,QUATTROPORTE S,FULL-SIZE,3.0,6.0,AS8,Z,14.1,9.8,12.2,23.0,286.0,3.0,1.0
637,2020,MASERATI,QUATTROPORTE S Q4,FULL-SIZE,3.0,6.0,AS8,Z,15.0,10.3,12.8,22.0,301.0,3.0,1.0
638,2020,MASERATI,QUATTROPORTE GTS,FULL-SIZE,3.8,8.0,AS8,Z,16.0,10.8,13.7,21.0,321.0,3.0,1.0
639,2020,MAZDA,CX-3,COMPACT,2.0,4.0,AS6,X,8.3,6.9,7.7,37.0,179.0,7.0,3.0
640,2020,MAZDA,CX-3 (SIL),COMPACT,2.0,4.0,M6,X,8.8,7.0,8.0,35.0,186.0,7.0,3.0
641,2020,MAZDA,CX-3 4WD,COMPACT,2.0,4.0,AS6,X,8.6,7.4,8.1,35.0,189.0,6.0,3.0
642,2020,MAZDA,CX-30,SUV: SMALL,2.0,4.0,AS6,X,8.9,7.1,8.1,35.0,189.0,6.0,7.0
643,2020,MAZDA,CX-30,SUV: SMALL,2.5,4.0,AS6,X,9.3,7.1,8.3,34.0,194.0,6.0,7.0
644,2020,MAZDA,CX-30 4WD,SUV: SMALL,2.0,4.0,AS6,X,9.4,7.7,8.6,33.0,202.0,6.0,7.0
645,2020,MAZDA,CX-30 4WD,SUV: SMALL,2.5,4.0,AS6,X,9.9,7.7,8.9,32.0,208.0,6.0,7.0
646,2020,MAZDA,CX-30 4WD (CYLINDER DEACTIVATION),SUV: SMALL,2.5,4.0,AS6,X,9.5,7.4,8.6,33.0,200.0,6.0,7.0
647,2020,MAZDA,CX-5,SUV: SMALL,2.5,4.0,AS6,X,9.7,7.8,8.8,32.0,206.0,6.0,7.0
648,2020,MAZDA,CX-5 (CYLINDER DEACTIVATION),SUV: SMALL,2.5,4.0,AS6,X,9.3,7.6,8.5,33.0,201.0,6.0,7.0
649,2020,MAZDA,CX-5 4WD,SUV: SMALL,2.5,4.0,AS6,X,10.2,8.2,9.3,30.0,217.0,5.0,7.0
650,2020,MAZDA,CX-5 4WD (CYLINDER DEACTIVATION),SUV: SMALL,2.5,4.0,AS6,X,9.8,7.9,9.0,31.0,208.0,6.0,7.0
651,2020,MAZDA,CX-5 TURBO 4WD,SUV: SMALL,2.5,4.0,AS6,X,10.8,8.7,9.8,29.0,230.0,5.0,5.0
652,2020,MAZDA,CX-9 4WD,SUV: SMALL,2.5,4.0,AS6,X,11.6,9.1,10.5,27.0,244.0,5.0,5.0
653,2020,MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4.0,AS6,X,8.4,6.6,7.6,37.0,178.0,7.0,7.0
654,2020,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4.0,M6,X,8.7,6.4,7.7,37.0,180.0,7.0,7.0
655,2020,MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4.0,AS6,X,8.8,6.4,7.7,37.0,181.0,7.0,7.0
656,2020,MAZDA,MAZDA3 4-DOOR (CYLINDER DEACTIVATION),COMPACT,2.5,4.0,AS6,X,8.8,6.6,7.8,36.0,183.0,7.0,7.0
657,2020,MAZDA,MAZDA3 4-DOOR 4WD,COMPACT,2.5,4.0,AS6,X,9.2,7.0,8.2,34.0,192.0,6.0,7.0
658,2020,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4.0,AS6,X,8.6,6.7,7.7,37.0,181.0,7.0,7.0
659,2020,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4.0,M6,X,8.7,6.6,7.8,36.0,181.0,7.0,7.0
660,2020,MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4.0,AS6,X,9.0,6.8,8.0,35.0,187.0,7.0,7.0
661,2020,MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4.0,M6,X,9.2,6.6,8.1,35.0,189.0,6.0,7.0
662,2020,MAZDA,MAZDA3 5-DOOR 4WD,MID-SIZE,2.5,4.0,AS6,X,9.8,7.4,8.7,32.0,204.0,6.0,7.0
663,2020,MAZDA,MAZDA6,MID-SIZE,2.5,4.0,AS6,X,9.0,6.7,8.0,35.0,188.0,6.0,7.0
664,2020,MAZDA,MAZDA6 TURBO,MID-SIZE,2.5,4.0,AS6,X,10.0,7.5,8.9,32.0,208.0,6.0,3.0
665,2020,MAZDA,MX-5,TWO-SEATER,2.0,4.0,AS6,Z,9.0,6.6,7.9,36.0,186.0,7.0,3.0
666,2020,MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4.0,M6,Z,9.0,7.0,8.1,35.0,189.0,6.0,3.0
667,2020,MERCEDES-BENZ,AMG C 43 4MATIC,COMPACT,3.0,6.0,A9,Z,12.4,8.7,10.7,26.0,253.0,4.0,5.0
668,2020,MERCEDES-BENZ,AMG C 43 4MATIC CABRIOLET,SUBCOMPACT,3.0,6.0,A9,Z,12.7,9.2,11.2,25.0,263.0,4.0,5.0
669,2020,MERCEDES-BENZ,AMG C 43 4MATIC COUPE,SUBCOMPACT,3.0,6.0,A9,Z,12.9,8.8,11.1,25.0,255.0,4.0,5.0
670,2020,MERCEDES-BENZ,AMG C 43 4MATIC WAGON,STATION WAGON: SMALL,3.0,6.0,A9,Z,12.4,8.9,10.8,26.0,255.0,4.0,5.0
671,2020,MERCEDES-BENZ,AMG C 63,COMPACT,4.0,8.0,A9,Z,13.2,8.7,11.2,25.0,263.0,4.0,5.0
672,2020,MERCEDES-BENZ,AMG C 63 S,COMPACT,4.0,8.0,A9,Z,13.2,8.7,11.2,25.0,263.0,4.0,5.0
673,2020,MERCEDES-BENZ,AMG C 63 S CABRIOLET,SUBCOMPACT,4.0,8.0,A9,Z,13.9,9.7,12.0,24.0,282.0,4.0,5.0
674,2020,MERCEDES-BENZ,AMG C 63 S COUPE,SUBCOMPACT,4.0,8.0,A9,Z,13.9,9.2,11.8,24.0,277.0,4.0,5.0
675,2020,MERCEDES-BENZ,AMG CLS 53 4MATIC+,COMPACT,3.0,6.0,A9,Z,12.4,8.7,10.7,26.0,235.0,5.0,5.0
676,2020,MERCEDES-BENZ,AMG E 53 4MATIC+,MID-SIZE,3.0,6.0,A9,Z,11.2,8.3,9.9,29.0,232.0,5.0,5.0
677,2020,MERCEDES-BENZ,AMG E 53 4MATIC+ CABRIOLET,SUBCOMPACT,3.0,6.0,A9,Z,12.5,9.0,10.9,26.0,245.0,5.0,5.0
678,2020,MERCEDES-BENZ,AMG E 53 4MATIC+ COUPE,SUBCOMPACT,3.0,6.0,A9,Z,12.3,8.5,10.6,27.0,237.0,5.0,5.0
679,2020,MERCEDES-BENZ,AMG E 63 S 4MATIC+,MID-SIZE,4.0,8.0,A9,Z,16.0,10.5,13.5,21.0,318.0,3.0,5.0
680,2020,MERCEDES-BENZ,AMG E 63 S 4MATIC+ WAGON,STATION WAGON: MID-SIZE,4.0,8.0,A9,Z,14.6,10.4,12.7,22.0,299.0,3.0,5.0
681,2020,MERCEDES-BENZ,AMG G 63,SUV: STANDARD,4.0,8.0,A9,Z,18.1,15.6,17.0,17.0,396.0,1.0,3.0
682,2020,MERCEDES-BENZ,AMG GLC 63 S 4MATIC+,SUV: SMALL,4.0,8.0,A9,Z,15.0,10.9,13.2,21.0,309.0,3.0,5.0
683,2020,MERCEDES-BENZ,AMG GLC 63 S 4MATIC+ COUPE,SUV: SMALL,4.0,8.0,A9,Z,15.0,10.9,13.2,21.0,309.0,3.0,5.0
684,2020,MERCEDES-BENZ,AMG GT R COUPE,TWO-SEATER,4.0,8.0,AM7,Z,15.9,11.8,14.0,20.0,327.0,3.0,5.0
685,2020,MERCEDES-BENZ,AMG S 63 4MATIC+,FULL-SIZE,4.0,8.0,A9,Z,14.1,8.9,11.8,24.0,275.0,4.0,5.0
686,2020,MERCEDES-BENZ,AMG S 63 4MATIC+ CABRIOLET,SUBCOMPACT,4.0,8.0,A9,Z,15.8,9.8,13.1,22.0,306.0,3.0,5.0
687,2020,MERCEDES-BENZ,AMG S 63 4MATIC+ COUPE,COMPACT,4.0,8.0,A9,Z,14.0,8.7,11.6,24.0,271.0,4.0,5.0
688,2020,MERCEDES-BENZ,AMG S 65,FULL-SIZE,6.0,12.0,A7,Z,18.6,10.9,15.1,19.0,356.0,2.0,3.0
689,2020,MERCEDES-BENZ,C 300 4MATIC,COMPACT,2.0,4.0,A9,Z,11.0,7.3,9.4,30.0,219.0,5.0,5.0
690,2020,MERCEDES-BENZ,C 300 4MATIC CABRIOLET,SUBCOMPACT,2.0,4.0,A9,Z,11.3,8.1,9.9,29.0,231.0,5.0,5.0
691,2020,MERCEDES-BENZ,C 300 4MATIC COUPE,SUBCOMPACT,2.0,4.0,A9,Z,10.9,7.7,9.5,30.0,221.0,5.0,5.0
692,2020,MERCEDES-BENZ,C 300 4MATIC WAGON,STATION WAGON: SMALL,2.0,4.0,A9,Z,10.9,7.7,9.5,30.0,221.0,5.0,5.0
693,2020,MERCEDES-BENZ,CLS 450 4MATIC,COMPACT,3.0,6.0,A9,Z,11.3,7.9,9.8,29.0,213.0,5.0,5.0
694,2020,MERCEDES-BENZ,E 450 4MATIC CABRIOLET,SUBCOMPACT,3.0,6.0,A9,Z,12.7,10.1,11.6,24.0,271.0,4.0,5.0
695,2020,MERCEDES-BENZ,E 450 4MATIC COUPE,SUBCOMPACT,3.0,6.0,A9,Z,12.5,9.1,11.0,26.0,257.0,4.0,5.0
696,2020,MERCEDES-BENZ,G 550,SUV: STANDARD,4.0,8.0,A9,Z,18.0,14.1,16.3,17.0,378.0,2.0,5.0
697,2020,MERCEDES-BENZ,MAYBACH S 560 4MATIC,FULL-SIZE,4.0,8.0,A9,Z,14.4,9.5,12.2,23.0,286.0,3.0,5.0
698,2020,MERCEDES-BENZ,MAYBACH S 650,FULL-SIZE,6.0,12.0,A7,Z,18.4,11.1,15.1,19.0,355.0,2.0,3.0
699,2020,MERCEDES-BENZ,S 450 4MATIC SWB,MID-SIZE,3.0,6.0,A9,Z,12.8,8.5,10.8,26.0,253.0,4.0,3.0
700,2020,MERCEDES-BENZ,S 560 4MATIC,FULL-SIZE,4.0,8.0,A9,Z,13.5,8.6,11.3,25.0,265.0,4.0,5.0
701,2020,MERCEDES-BENZ,S 560 4MATIC SWB,MID-SIZE,4.0,8.0,A9,Z,13.5,8.6,11.3,25.0,265.0,4.0,5.0
702,2020,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8.0,A9,Z,13.5,9.3,11.6,24.0,270.0,4.0,1.0
703,2020,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4.0,A9,Z,10.0,7.3,8.8,32.0,205.0,6.0,3.0
704,2020,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3.0,AM7,Z,8.3,6.4,7.5,38.0,174.0,7.0,7.0
705,2020,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3.0,AM7,Z,8.3,6.4,7.5,38.0,174.0,7.0,7.0
706,2020,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3.0,AS8,Z,9.7,7.0,8.5,33.0,197.0,6.0,7.0
707,2020,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3.0,AM7,Z,8.3,6.4,7.5,38.0,174.0,7.0,7.0
708,2020,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3.0,AS8,Z,9.8,7.1,8.6,33.0,200.0,6.0,7.0
709,2020,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4.0,AM7,Z,8.9,6.6,7.9,36.0,184.0,7.0,7.0
710,2020,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4.0,AM7,Z,8.9,6.6,7.9,36.0,184.0,7.0,7.0
711,2020,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4.0,AS8,Z,10.2,7.4,8.9,32.0,207.0,6.0,7.0
712,2020,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4.0,AM7,Z,9.2,6.9,8.1,35.0,191.0,6.0,7.0
713,2020,MINI,COOPER S COUNTRYMAN ALL4,MID-SIZE,2.0,4.0,AS8,Z,10.4,7.5,9.1,31.0,212.0,5.0,7.0
714,2020,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4.0,AS8,Z,9.2,6.9,8.1,35.0,190.0,6.0,7.0
715,2020,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4.0,AS8,Z,10.1,7.6,9.0,31.0,210.0,5.0,3.0
716,2020,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4.0,AS8,Z,9.4,7.1,8.3,34.0,194.0,6.0,7.0
717,2020,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,MID-SIZE,2.0,4.0,AS8,Z,10.0,7.8,9.0,31.0,210.0,5.0,3.0
718,2020,MITSUBISHI,ECLIPSE CROSS 4WD,SUV: SMALL,1.5,4.0,AV8,X,9.6,8.9,9.3,30.0,216.0,5.0,5.0
719,2020,MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,AV,X,6.6,5.6,6.2,46.0,143.0,9.0,5.0
720,2020,MITSUBISHI,MIRAGE,COMPACT,1.2,3.0,M5,X,7.1,5.8,6.5,43.0,151.0,8.0,5.0
721,2020,MITSUBISHI,OUTLANDER 4WD,SUV: SMALL,2.4,4.0,AV6,X,9.9,8.1,9.1,31.0,212.0,5.0,5.0
722,2020,MITSUBISHI,OUTLANDER 4WD,SUV: SMALL,3.0,6.0,A6,Z,12.0,8.8,10.6,27.0,246.0,4.0,5.0
723,2020,MITSUBISHI,RVR,SUV: SMALL,2.0,4.0,AV6,X,9.7,7.8,8.8,32.0,206.0,6.0,5.0
724,2020,MITSUBISHI,RVR 4WD,SUV: SMALL,2.0,4.0,AV6,X,10.1,8.2,9.2,31.0,213.0,5.0,5.0
725,2020,MITSUBISHI,RVR 4WD,SUV: SMALL,2.4,4.0,AV6,X,10.3,8.3,9.4,30.0,218.0,5.0,5.0
726,2020,NISSAN,370Z,TWO-SEATER,3.7,6.0,AS7,Z,12.6,9.3,11.1,25.0,261.0,4.0,3.0
727,2020,NISSAN,370Z,TWO-SEATER,3.7,6.0,M6,Z,13.3,9.3,11.5,25.0,270.0,4.0,3.0
728,2020,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6.0,AS7,Z,13.0,9.7,11.5,25.0,271.0,4.0,3.0
729,2020,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6.0,M6,Z,13.6,9.7,11.8,24.0,279.0,4.0,3.0
730,2020,NISSAN,ALTIMA AWD,MID-SIZE,2.5,4.0,AV,X,9.1,6.5,7.9,36.0,186.0,7.0,7.0
731,2020,NISSAN,ALTIMA AWD SR/PLATINUM,MID-SIZE,2.5,4.0,AV,X,9.3,6.7,8.1,35.0,190.0,6.0,7.0
732,2020,NISSAN,ARMADA 4WD,SUV: STANDARD,5.6,8.0,AS7,X,17.5,12.9,15.4,18.0,362.0,2.0,3.0
733,2020,NISSAN,FRONTIER,PICKUP TRUCK: STANDARD,3.8,6.0,AS9,X,13.1,9.8,11.6,24.0,273.0,4.0,5.0
734,2020,NISSAN,FRONTIER 4WD,PICKUP TRUCK: STANDARD,3.8,6.0,AS9,X,13.8,10.2,12.2,23.0,287.0,3.0,5.0
735,2020,NISSAN,GT-R,SUBCOMPACT,3.8,6.0,AM6,Z,14.4,10.9,12.8,22.0,300.0,3.0,3.0
736,2020,NISSAN,KICKS,MID-SIZE,1.6,4.0,AV,X,7.7,6.6,7.2,39.0,169.0,7.0,7.0
737,2020,NISSAN,MAXIMA,MID-SIZE,3.5,6.0,AV7,Z,11.6,7.9,9.9,29.0,233.0,5.0,3.0
738,2020,NISSAN,MURANO,STATION WAGON: MID-SIZE,3.5,6.0,AV7,X,11.7,8.3,10.2,28.0,240.0,5.0,5.0
739,2020,NISSAN,MURANO AWD,STATION WAGON: MID-SIZE,3.5,6.0,AV7,X,11.7,8.5,10.3,27.0,242.0,5.0,5.0
740,2020,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,X,9.8,8.8,9.3,30.0,218.0,5.0,3.0
741,2020,NISSAN,QASHQAI,STATION WAGON: SMALL,2.0,4.0,AV8,X,8.8,7.4,8.2,34.0,192.0,6.0,5.0
742,2020,NISSAN,QASHQAI,STATION WAGON: SMALL,2.0,4.0,M6,X,10.1,8.2,9.2,31.0,217.0,5.0,5.0
743,2020,NISSAN,QASHQAI AWD,STATION WAGON: SMALL,2.0,4.0,AV8,X,9.0,7.7,8.4,34.0,198.0,6.0,5.0
744,2020,NISSAN,PATHFINDER,SUV: SMALL,3.5,6.0,AV,X,11.6,8.5,10.2,28.0,240.0,5.0,5.0
745,2020,NISSAN,PATHFINDER 4WD,SUV: SMALL,3.5,6.0,AV,X,12.1,8.9,10.7,26.0,251.0,4.0,5.0
746,2020,NISSAN,PATHFINDER 4WD PLATINUM,SUV: SMALL,3.5,6.0,AV,X,12.4,9.2,11.0,26.0,257.0,4.0,3.0
747,2020,NISSAN,ROGUE,SUV: SMALL,2.5,4.0,AV,X,9.1,7.1,8.2,34.0,192.0,6.0,7.0
748,2020,NISSAN,ROGUE AWD,SUV: SMALL,2.5,4.0,AV,X,9.6,7.5,8.7,32.0,204.0,6.0,7.0
749,2020,NISSAN,SENTRA,MID-SIZE,2.0,4.0,AV,X,8.0,6.0,7.1,40.0,167.0,7.0,7.0
750,2020,NISSAN,SENTRA SR,MID-SIZE,2.0,4.0,AV,X,8.2,6.2,7.3,39.0,171.0,7.0,7.0
751,2020,NISSAN,SENTRA,MID-SIZE,2.0,4.0,M6,X,9.4,6.4,8.0,35.0,188.0,6.0,7.0
752,2020,NISSAN,TITAN 4WD,PICKUP TRUCK: STANDARD,5.6,8.0,AS9,Z,15.1,11.1,13.3,21.0,313.0,3.0,5.0
753,2020,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK: STANDARD,5.6,8.0,AS9,Z,15.1,11.2,13.3,21.0,313.0,3.0,5.0
754,2020,NISSAN,VERSA,COMPACT,1.6,4.0,AV,X,7.4,5.9,6.7,42.0,158.0,8.0,7.0
755,2020,NISSAN,VERSA,COMPACT,1.6,4.0,M5,X,8.6,6.7,7.7,37.0,181.0,7.0,7.0
756,2020,PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6.0,AM8,Z,13.1,9.7,11.5,25.0,271.0,4.0,5.0
757,2020,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6.0,AM8,Z,12.7,10.2,11.6,24.0,272.0,4.0,5.0
758,2020,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6.0,AM8,Z,13.1,10.2,11.8,24.0,277.0,4.0,5.0
759,2020,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6.0,AM8,Z,13.1,10.2,11.8,24.0,277.0,4.0,5.0
760,2020,PORSCHE,CAYENNE,SUV: STANDARD,3.0,6.0,AS8,Z,12.5,10.3,11.5,25.0,269.0,4.0,5.0
761,2020,PORSCHE,CAYENNE S,SUV: STANDARD,2.9,6.0,AS8,Z,13.1,10.5,11.9,24.0,278.0,4.0,5.0
762,2020,PORSCHE,CAYENNE TURBO,SUV: STANDARD,4.0,8.0,AS8,Z,15.6,12.4,14.1,20.0,329.0,3.0,5.0
763,2020,PORSCHE,MACAN,SUV: SMALL,2.0,4.0,AM7,Z,12.2,10.2,11.3,25.0,264.0,4.0,5.0
764,2020,PORSCHE,MACAN S,SUV: SMALL,3.0,6.0,AM7,Z,12.9,10.2,11.7,24.0,272.0,4.0,5.0
765,2020,PORSCHE,PANAMERA,FULL-SIZE,3.0,6.0,AM8,Z,12.4,8.7,10.7,26.0,250.0,4.0,5.0
766,2020,PORSCHE,PANAMERA 4,FULL-SIZE,3.0,6.0,AM8,Z,12.4,9.0,10.9,26.0,253.0,4.0,5.0
767,2020,PORSCHE,PANAMERA 4 EXECUTIVE,FULL-SIZE,3.0,6.0,AM8,Z,12.4,9.0,10.9,26.0,253.0,4.0,5.0
768,2020,PORSCHE,PANAMERA 4 ST,FULL-SIZE,3.0,6.0,AM8,Z,12.2,8.9,10.7,26.0,250.0,4.0,5.0
769,2020,PORSCHE,PANAMERA 4S,FULL-SIZE,2.9,6.0,AM8,Z,13.1,8.9,11.2,25.0,261.0,4.0,5.0
770,2020,PORSCHE,PANAMERA 4S EXECUTIVE,FULL-SIZE,2.9,6.0,AM8,Z,13.1,8.9,11.2,25.0,261.0,4.0,5.0
771,2020,PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6.0,AM8,Z,13.1,9.8,11.6,24.0,273.0,4.0,5.0
772,2020,PORSCHE,PANAMERA GTS,FULL-SIZE,4.0,8.0,AM8,Z,14.5,10.2,12.6,22.0,295.0,3.0,3.0
773,2020,PORSCHE,PANAMERA GTS ST,FULL-SIZE,4.0,8.0,AM8,Z,15.7,10.5,13.4,21.0,313.0,3.0,3.0
774,2020,PORSCHE,PANAMERA TURBO,FULL-SIZE,4.0,8.0,AM8,Z,12.8,9.2,11.2,25.0,261.0,4.0,3.0
775,2020,PORSCHE,PANAMERA TURBO EXECUTIVE,FULL-SIZE,4.0,8.0,AM8,Z,12.8,9.2,11.2,25.0,261.0,4.0,3.0
776,2020,PORSCHE,PANAMERA TURBO ST,FULL-SIZE,4.0,8.0,AM8,Z,13.4,10.1,11.9,24.0,279.0,4.0,3.0
777,2020,RAM,1500 ECODIESEL,PICKUP TRUCK: STANDARD,3.0,6.0,A8,D,10.5,7.3,9.0,31.0,243.0,5.0,1.0
778,2020,RAM,1500 ETORQUE,PICKUP TRUCK: STANDARD,3.6,6.0,A8,X,11.9,9.4,10.8,26.0,253.0,4.0,5.0
779,2020,RAM,1500 HFE ETORQUE,PICKUP TRUCK: STANDARD,3.6,6.0,A8,X,11.6,9.0,10.4,27.0,245.0,5.0,5.0
780,2020,RAM,1500,PICKUP TRUCK: STANDARD,5.7,8.0,A8,X,16.2,10.5,13.6,21.0,320.0,3.0,3.0
781,2020,RAM,1500 ETORQUE,PICKUP TRUCK: STANDARD,5.7,8.0,A8,X,14.1,10.3,12.4,23.0,290.0,3.0,3.0
782,2020,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK: STANDARD,3.0,6.0,A8,D,11.1,8.0,9.7,29.0,260.0,4.0,1.0
783,2020,RAM,1500 4X4 ETORQUE,PICKUP TRUCK: STANDARD,3.6,6.0,A8,X,12.2,9.7,11.1,25.0,260.0,4.0,5.0
784,2020,RAM,1500 4X4,PICKUP TRUCK: STANDARD,5.7,8.0,A8,X,16.1,11.0,13.8,20.0,325.0,3.0,3.0
785,2020,RAM,1500 4X4 ETORQUE,PICKUP TRUCK: STANDARD,5.7,8.0,A8,X,14.2,10.9,12.8,22.0,299.0,3.0,3.0
786,2020,RAM,1500 CLASSIC,PICKUP TRUCK: STANDARD,3.6,6.0,A8,X,13.9,9.6,11.9,24.0,280.0,4.0,3.0
787,2020,RAM,1500 CLASSIC,PICKUP TRUCK: STANDARD,5.7,8.0,A8,X,15.7,11.0,13.6,21.0,319.0,3.0,3.0
788,2020,RAM,1500 CLASSIC 4X4,PICKUP TRUCK: STANDARD,3.6,6.0,A8,X,14.5,10.2,12.6,22.0,294.0,3.0,3.0
789,2020,RAM,1500 CLASSIC 4X4,PICKUP TRUCK: STANDARD,5.7,8.0,A8,X,16.2,11.6,14.1,20.0,330.0,3.0,3.0
790,2020,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4.0,A9,X,11.2,8.3,9.9,29.0,232.0,5.0,6.0
791,2020,ROLLS-ROYCE,CULLINAN,STATION WAGON: MID-SIZE,6.7,12.0,AS8,Z,20.1,12.1,16.5,17.0,386.0,1.0,3.0
792,2020,ROLLS-ROYCE,CULLINAN BLACK BADGE,STATION WAGON: MID-SIZE,6.7,12.0,AS8,Z,20.1,12.1,16.5,17.0,386.0,1.0,3.0
793,2020,ROLLS-ROYCE,DAWN,COMPACT,6.6,12.0,AS8,Z,20.4,13.1,17.1,17.0,400.0,1.0,3.0
794,2020,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12.0,AS8,Z,20.4,13.1,17.1,17.0,400.0,1.0,3.0
795,2020,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12.0,AS8,Z,20.4,13.1,17.1,17.0,400.0,1.0,3.0
796,2020,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12.0,AS8,Z,20.0,11.8,16.3,17.0,382.0,1.0,3.0
797,2020,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12.0,AS8,Z,20.0,11.8,16.3,17.0,382.0,1.0,3.0
798,2020,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12.0,AS8,Z,19.6,12.8,16.5,17.0,387.0,1.0,3.0
799,2020,SUBARU,ASCENT AWD,SUV: STANDARD,2.4,4.0,AV8,X,11.6,9.0,10.4,27.0,244.0,5.0,3.0
800,2020,SUBARU,BRZ,MINICOMPACT,2.0,4.0,AS6,Z,9.7,7.2,8.6,33.0,200.0,6.0,1.0
801,2020,SUBARU,BRZ,MINICOMPACT,2.0,4.0,M6,Z,11.2,8.2,9.9,29.0,231.0,5.0,1.0
802,2020,SUBARU,BRZ TS,MINICOMPACT,2.0,4.0,M6,Z,11.6,8.6,10.2,28.0,239.0,5.0,1.0
803,2020,SUBARU,CROSSTREK AWD,SUV: SMALL,2.0,4.0,AV8,X,8.5,7.0,7.9,36.0,185.0,7.0,6.0
804,2020,SUBARU,CROSSTREK AWD,SUV: SMALL,2.0,4.0,M6,X,10.5,8.1,9.4,30.0,220.0,5.0,6.0
805,2020,SUBARU,FORESTER AWD,SUV: SMALL,2.5,4.0,AV7,X,9.0,7.2,8.2,34.0,192.0,6.0,6.0
806,2020,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4.0,AV7,X,8.3,6.4,7.5,38.0,174.0,7.0,6.0
807,2020,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4.0,M5,X,10.1,7.6,9.0,31.0,210.0,5.0,6.0
808,2020,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON: SMALL,2.0,4.0,AV7,X,8.4,6.6,7.6,37.0,178.0,7.0,6.0
809,2020,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON: SMALL,2.0,4.0,M5,X,10.1,7.7,9.0,31.0,211.0,5.0,6.0
810,2020,SUBARU,LEGACY AWD,FULL-SIZE,2.4,4.0,AV8,X,9.9,7.3,8.7,32.0,205.0,6.0,3.0
811,2020,SUBARU,LEGACY AWD,FULL-SIZE,2.5,4.0,AV8,X,8.8,6.7,7.9,36.0,185.0,7.0,6.0
812,2020,SUBARU,OUTBACK AWD,SUV: SMALL,2.4,4.0,AV8,X,10.1,7.9,9.1,31.0,213.0,5.0,3.0
813,2020,SUBARU,OUTBACK AWD,SUV: SMALL,2.5,4.0,AV8,X,9.0,7.1,8.2,34.0,192.0,6.0,6.0
814,2020,SUBARU,WRX AWD,COMPACT,2.0,4.0,AV8,Z,12.9,9.7,11.5,25.0,263.0,4.0,1.0
