,YEAR,MAKE,MODEL,CLASS,ENGINE_SIZE,CYLINDERS,TRANSMISSION,FUEL_TYPE,FUEL_CONSUMPTION_CITY,FUEL_CONSUMPTION_HWY,FUEL_CONSUMPTION_COMB_L,FUEL_CONSUMPTION_COMB_mpg,CO2_EMISSIONS,CO2_Rating,Smog_Rating
815,2020,SUBARU,WRX AWD,COMPACT,2.0,4.0,M6,Z,11.3,8.5,10.1,28.0,236.0,5.0,1.0
816,2020,SUBARU,WRX STI AWD,COMPACT,2.5,4.0,M6,Z,14.3,10.8,12.7,22.0,297.0,3.0,1.0
817,2020,TOYOTA,4RUNNER 4WD,SUV: STANDARD,4.0,6.0,AS5,X,14.8,12.5,13.8,20.0,321.0,3.0,5.0
818,2020,TOYOTA,4RUNNER 4WD (PART-TIME 4WD),SUV: STANDARD,4.0,6.0,AS5,X,14.8,12.5,13.8,20.0,321.0,3.0,5.0
819,2020,TOYOTA,86,MINICOMPACT,2.0,4.0,AS6,Z,9.9,7.3,8.7,32.0,204.0,6.0,1.0
820,2020,TOYOTA,86,MINICOMPACT,2.0,4.0,M6,Z,11.2,8.3,9.9,29.0,232.0,5.0,1.0
821,2020,TOYOTA,AVALON,MID-SIZE,3.5,6.0,AS8,X,10.9,7.6,9.4,30.0,220.0,5.0,5.0
822,2020,TOYOTA,C-HR,COMPACT,2.0,4.0,AS7,X,8.7,7.5,8.2,34.0,189.0,6.0,3.0
823,2020,TOYOTA,CAMRY,MID-SIZE,2.5,4.0,AS8,X,8.1,5.7,6.9,41.0,164.0,8.0,7.0
824,2020,TOYOTA,CAMRY LE/SE,MID-SIZE,2.5,4.0,AS8,X,8.5,6.1,7.4,38.0,173.0,7.0,7.0
825,2020,TOYOTA,CAMRY XLE/XSE,MID-SIZE,2.5,4.0,AS8,X,8.6,6.3,7.6,37.0,177.0,7.0,7.0
826,2020,TOYOTA,CAMRY,MID-SIZE,3.5,6.0,AS8,X,10.5,7.1,9.0,31.0,210.0,5.0,5.0
827,2020,TOYOTA,CAMRY XSE,MID-SIZE,3.5,6.0,AS8,X,10.7,7.4,9.2,31.0,215.0,5.0,5.0
828,2020,TOYOTA,CAMRY TRD,MID-SIZE,3.5,6.0,AS8,X,10.8,7.6,9.4,30.0,220.0,5.0,5.0
829,2020,TOYOTA,CAMRY AWD LE/SE,MID-SIZE,2.5,4.0,AS8,X,9.3,6.8,8.2,34.0,190.0,6.0,6.0
830,2020,TOYOTA,CAMRY AWD XLE/XSE,MID-SIZE,2.5,4.0,AS8,X,9.5,7.0,8.4,34.0,197.0,6.0,6.0
831,2020,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4.0,AV,X,4.9,4.8,4.9,58.0,113.0,10.0,7.0
832,2020,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4.0,AV,X,5.3,5.0,5.1,55.0,121.0,10.0,7.0
833,2020,TOYOTA,COROLLA,COMPACT,1.8,4.0,AV,X,7.9,6.1,7.1,40.0,165.0,7.0,5.0
834,2020,TOYOTA,COROLLA XLE,COMPACT,1.8,4.0,AV,X,8.1,6.3,7.3,39.0,170.0,7.0,5.0
835,2020,TOYOTA,COROLLA,COMPACT,1.8,4.0,M6,X,8.0,6.0,7.1,40.0,165.0,7.0,5.0
836,2020,TOYOTA,COROLLA,COMPACT,2.0,4.0,AV10,X,7.6,5.8,6.7,42.0,158.0,8.0,6.0
837,2020,TOYOTA,COROLLA XSE,COMPACT,2.0,4.0,AV10,X,7.7,6.1,7.0,40.0,164.0,8.0,6.0
838,2020,TOYOTA,COROLLA,COMPACT,2.0,4.0,M6,X,8.2,6.5,7.4,38.0,173.0,7.0,6.0
839,2020,TOYOTA,COROLLA HATCHBACK,COMPACT,2.0,4.0,AV10,X,7.5,5.8,6.7,42.0,158.0,8.0,6.0
840,2020,TOYOTA,COROLLA HATCHBACK,COMPACT,2.0,4.0,M6,X,8.4,6.3,7.5,38.0,174.0,7.0,6.0
841,2020,TOYOTA,COROLLA HYBRID,COMPACT,1.8,4.0,AV,X,4.4,4.5,4.5,63.0,106.0,10.0,7.0
842,2020,TOYOTA,GR SUPRA,TWO-SEATER,3.0,6.0,AS8,Z,9.9,7.7,8.9,32.0,208.0,6.0,3.0
843,2020,TOYOTA,HIGHLANDER,SUV: SMALL,3.5,6.0,AS8,X,11.9,8.3,10.3,27.0,240.0,5.0,5.0
844,2020,TOYOTA,HIGHLANDER AWD,SUV: SMALL,3.5,6.0,AS8,X,11.7,8.6,10.3,27.0,240.0,5.0,5.0
845,2020,TOYOTA,HIGHLANDER HYBRID AWD,SUV: STANDARD,2.5,4.0,AV,X,6.7,6.8,6.7,42.0,158.0,8.0,7.0
846,2020,TOYOTA,HIGHLANDER HYBRID AWD LIMITED/PLATINUM,SUV: STANDARD,2.5,4.0,AV,X,6.6,6.8,6.7,42.0,156.0,8.0,7.0
847,2020,TOYOTA,PRIUS,MID-SIZE,1.8,4.0,AV,X,4.4,4.7,4.5,63.0,106.0,10.0,7.0
848,2020,TOYOTA,PRIUS AWD,MID-SIZE,1.8,4.0,AV,X,4.5,4.9,4.7,60.0,109.0,10.0,7.0
849,2020,TOYOTA,PRIUS C,COMPACT,1.5,4.0,AV,X,4.9,5.5,5.1,55.0,120.0,10.0,7.0
850,2020,TOYOTA,RAV4,SUV: SMALL,2.5,4.0,AS8,X,8.8,6.8,7.9,36.0,184.0,7.0,6.0
851,2020,TOYOTA,RAV4 AWD,SUV: SMALL,2.5,4.0,AS8,X,9.2,7.1,8.2,34.0,194.0,6.0,6.0
852,2020,TOYOTA,RAV4 AWD TRD OFF-ROAD,SUV: SMALL,2.5,4.0,AS8,X,9.5,7.5,8.6,33.0,200.0,6.0,6.0
853,2020,TOYOTA,RAV4 HYBRID AWD,SUV: SMALL,2.5,4.0,AV,X,5.7,6.3,6.0,47.0,139.0,9.0,7.0
854,2020,TOYOTA,SEQUOIA 4WD,SUV: STANDARD,5.7,8.0,AS6,X,18.5,13.9,16.4,17.0,385.0,1.0,5.0
855,2020,TOYOTA,SIENNA,MINIVAN,3.5,6.0,AS8,X,12.6,9.1,11.0,26.0,259.0,4.0,5.0
856,2020,TOYOTA,SIENNA AWD,MINIVAN,3.5,6.0,AS8,X,13.4,9.6,11.7,24.0,274.0,4.0,5.0
857,2020,TOYOTA,TACOMA,PICKUP TRUCK: SMALL,2.7,4.0,AS6,X,12.1,10.1,11.2,25.0,263.0,4.0,5.0
858,2020,TOYOTA,TACOMA 4WD,PICKUP TRUCK: SMALL,2.7,4.0,AS6,X,12.7,10.6,11.7,24.0,274.0,4.0,5.0
859,2020,TOYOTA,TACOMA 4WD,PICKUP TRUCK: SMALL,3.5,6.0,AS6,X,13.0,10.5,11.9,24.0,278.0,4.0,5.0
860,2020,TOYOTA,TACOMA 4WD,PICKUP TRUCK: SMALL,3.5,6.0,M6,X,13.8,11.4,12.7,22.0,299.0,3.0,5.0
861,2020,TOYOTA,TACOMA 4WD D-CAB TRD OFF-ROAD/PRO,PICKUP TRUCK: SMALL,3.5,6.0,M6,X,13.8,11.7,12.9,22.0,300.0,3.0,5.0
862,2020,TOYOTA,TUNDRA,PICKUP TRUCK: STANDARD,5.7,8.0,AS6,X,17.7,13.6,15.9,18.0,371.0,2.0,5.0
863,2020,TOYOTA,TUNDRA 4WD,PICKUP TRUCK: STANDARD,5.7,8.0,AS6,X,18.0,14.2,16.3,17.0,381.0,1.0,5.0
864,2020,TOYOTA,YARIS,COMPACT,1.5,4.0,AS6,X,7.3,5.9,6.6,43.0,155.0,8.0,3.0
865,2020,TOYOTA,YARIS (SIL),COMPACT,1.5,4.0,M6,X,7.8,6.1,6.9,41.0,165.0,8.0,3.0
866,2020,VOLKSWAGEN,ARTEON 4MOTION,FULL-SIZE,2.0,4.0,AS8,Z,11.5,8.2,10.0,28.0,234.0,5.0,3.0
867,2020,VOLKSWAGEN,ATLAS CROSS SPORT 4MOTION,SUV: SMALL,2.0,4.0,AS8,X,12.8,10.4,11.7,24.0,273.0,4.0,3.0
868,2020,VOLKSWAGEN,ATLAS CROSS SPORT 4MOTION,SUV: SMALL,3.6,6.0,AS8,X,14.3,10.7,12.7,22.0,297.0,3.0,5.0
869,2020,VOLKSWAGEN,GOLF,COMPACT,1.4,4.0,AS8,X,8.1,6.6,7.4,38.0,174.0,7.0,7.0
870,2020,VOLKSWAGEN,GOLF,COMPACT,1.4,4.0,M6,X,8.4,6.6,7.6,37.0,177.0,7.0,7.0
871,2020,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,AM7,X,9.7,7.5,8.7,32.0,203.0,6.0,7.0
872,2020,VOLKSWAGEN,GOLF GTI,COMPACT,2.0,4.0,M6,X,9.8,7.3,8.7,32.0,203.0,6.0,7.0
873,2020,VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,AS8,X,7.8,5.9,7.0,40.0,162.0,8.0,5.0
874,2020,VOLKSWAGEN,JETTA,COMPACT,1.4,4.0,M6,X,7.9,5.9,7.0,40.0,163.0,8.0,7.0
875,2020,VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4.0,AM7,X,9.3,7.2,8.4,34.0,196.0,6.0,7.0
876,2020,VOLKSWAGEN,JETTA GLI,COMPACT,2.0,4.0,M6,X,9.6,7.1,8.5,33.0,198.0,6.0,7.0
877,2020,VOLKSWAGEN,PASSAT,MID-SIZE,2.0,4.0,AS6,X,10.2,6.9,8.7,32.0,205.0,6.0,7.0
878,2020,VOLKSWAGEN,TIGUAN,SUV: SMALL,2.0,4.0,AS8,X,10.5,8.1,9.4,30.0,221.0,5.0,7.0
879,2020,VOLKSWAGEN,TIGUAN 4MOTION,SUV: SMALL,2.0,4.0,AS8,X,11.5,8.7,10.2,28.0,241.0,5.0,7.0
880,2020,VOLVO,S60 T5,COMPACT,2.0,4.0,AS8,Z,10.5,7.1,8.9,32.0,208.0,6.0,5.0
881,2020,VOLVO,S60 T6 AWD,COMPACT,2.0,4.0,AS8,Z,11.0,7.4,9.4,30.0,219.0,5.0,7.0
882,2020,VOLVO,S90 T6 AWD,MID-SIZE,2.0,4.0,AS8,Z,11.3,7.5,9.6,29.0,223.0,5.0,7.0
883,2020,VOLVO,V60 T5,STATION WAGON: SMALL,2.0,4.0,AS8,Z,10.5,7.1,8.9,32.0,208.0,6.0,5.0
884,2020,VOLVO,V60 T6 AWD,STATION WAGON: SMALL,2.0,4.0,AS8,Z,11.0,7.4,9.4,30.0,219.0,5.0,7.0
885,2020,VOLVO,V60 CC T5 AWD,STATION WAGON: SMALL,2.0,4.0,AS8,Z,10.8,7.7,9.4,30.0,220.0,5.0,5.0
886,2020,VOLVO,XC40 T4 AWD,SUV: SMALL,2.0,4.0,AS8,X,10.2,7.5,9.0,31.0,210.0,5.0,5.0
887,2020,VOLVO,XC40 T5 AWD,SUV: SMALL,2.0,4.0,AS8,Z,10.7,7.7,9.4,30.0,219.0,5.0,5.0
888,2020,VOLVO,XC60 T5 AWD,SUV: SMALL,2.0,4.0,AS8,Z,11.2,8.3,9.9,29.0,232.0,5.0,5.0
889,2020,VOLVO,XC60 T6 AWD,SUV: SMALL,2.0,4.0,AS8,Z,11.7,8.6,10.3,27.0,240.0,5.0,7.0
890,2020,VOLVO,XC90 T5 AWD,SUV: STANDARD,2.0,4.0,AS8,Z,11.2,8.3,9.9,29.0,232.0,5.0,5.0
891,2020,VOLVO,XC90 T6 AWD,SUV: STANDARD,2.0,4.0,AS8,Z,12.2,8.7,10.7,26.0,248.0,4.0,7.0
892,2000,ACURA,1.6EL,COMPACT,1.6,4.0,A4,X,10.5,8.0,9.4,30.0,216.0,,
893,2000,ACURA,1.6EL,COMPACT,1.6,4.0,M5,X,9.8,7.8,8.9,32.0,205.0,,
894,2000,ACURA,3.2TL,MID-SIZE,3.2,6.0,AS5,Z,13.7,8.8,11.5,25.0,265.0,,
895,2000,ACURA,3.5RL,MID-SIZE,3.5,6.0,A4,Z,15.0,10.9,13.1,22.0,301.0,,
896,2000,ACURA,INTEGRA,SUBCOMPACT,1.8,4.0,A4,X,11.4,8.3,10.0,28.0,230.0,,
897,2000,ACURA,INTEGRA,SUBCOMPACT,1.8,4.0,M5,X,10.6,8.1,9.5,30.0,219.0,,
898,2000,ACURA,INTEGRA GSR/TYPE R,SUBCOMPACT,1.8,4.0,M5,Z,10.8,8.3,9.7,29.0,223.0,,
899,2000,ACURA,NSX,SUBCOMPACT,3.0,6.0,AS4,Z,15.2,10.9,13.3,21.0,306.0,,
900,2000,ACURA,NSX,SUBCOMPACT,3.2,6.0,M6,Z,15.4,10.7,13.3,21.0,306.0,,
901,2000,AUDI,A4,COMPACT,1.8,4.0,A5,Z,12.9,8.6,10.9,26.0,251.0,,
902,2000,AUDI,A4,COMPACT,1.8,4.0,M5,Z,11.1,8.1,9.7,29.0,223.0,,
903,2000,AUDI,A4,COMPACT,2.8,6.0,A5,Z,14.6,9.7,12.4,23.0,285.0,,
904,2000,AUDI,A4,COMPACT,2.8,6.0,M5,Z,13.2,8.9,11.3,25.0,260.0,,
905,2000,AUDI,A4 QUATTRO,COMPACT,1.8,4.0,A5,Z,13.6,9.1,11.6,24.0,267.0,,
906,2000,AUDI,A4 QUATTRO,COMPACT,1.8,4.0,M5,Z,12.1,8.9,10.7,26.0,246.0,,
907,2000,AUDI,A4 QUATTRO,COMPACT,2.8,6.0,A5,Z,14.9,10.1,12.7,22.0,292.0,,
908,2000,AUDI,A4 QUATTRO,COMPACT,2.8,6.0,M5,Z,14.3,10.3,12.5,23.0,288.0,,
909,2000,AUDI,A6,MID-SIZE,2.8,6.0,A5,Z,15.0,10.2,12.8,22.0,294.0,,
910,2000,AUDI,A6 AVANT QUATTRO,STATION WAGON: MID-SIZE,2.8,6.0,A5,Z,15.4,10.7,13.3,21.0,306.0,,
911,2000,AUDI,A6 QUATTRO,MID-SIZE,2.7,6.0,A5,Z,15.2,10.6,13.2,21.0,304.0,,
912,2000,AUDI,A6 QUATTRO,MID-SIZE,2.7,6.0,M6,Z,15.2,10.7,13.2,21.0,304.0,,
913,2000,AUDI,A6 QUATTRO,MID-SIZE,2.8,6.0,A5,Z,15.4,10.7,13.3,21.0,306.0,,
914,2000,AUDI,A6 QUATTRO,MID-SIZE,2.8,6.0,M5,Z,14.6,10.9,12.9,22.0,297.0,,
915,2000,AUDI,A6 QUATTRO,MID-SIZE,4.2,8.0,A5,Z,15.5,10.7,13.4,21.0,308.0,,
916,2000,AUDI,A8 QUATTRO,MID-SIZE,4.2,8.0,A5,Z,15.5,10.7,13.4,21.0,308.0,,
917,2000,AUDI,S4 QUATTRO,COMPACT,2.7,6.0,A5,Z,15.2,10.6,13.2,21.0,304.0,,
918,2000,AUDI,S4 QUATTRO,COMPACT,2.7,6.0,M6,Z,15.2,10.7,13.2,21.0,304.0,,
919,2000,AUDI,TT COUPE QUATTRO,MINICOMPACT,1.8,4.0,M5,Z,13.1,9.0,11.3,25.0,260.0,,
920,2000,AUDI,TT COUPE QUATTRO (SUPERCHARGED),MINICOMPACT,1.8,4.0,M6,Z,13.1,9.1,11.3,25.0,260.0,,
921,2000,AUDI,TT ROADSTER,TWO-SEATER,1.8,4.0,M5,Z,12.3,8.7,10.7,26.0,246.0,,
922,2000,AUDI,TT ROADSTER QUATTRO (SUPERCHARGED),TWO-SEATER,1.8,4.0,M6,Z,13.1,9.1,11.3,25.0,260.0,,
923,2000,BMW,323 CONVERTIBLE,COMPACT,2.5,6.0,A5,Z,14.6,10.5,12.7,22.0,292.0,,
924,2000,BMW,323 CONVERTIBLE,COMPACT,2.5,6.0,M5,Z,13.9,10.2,12.2,23.0,281.0,,
925,2000,BMW,323CI,COMPACT,2.5,6.0,A5,Z,13.8,9.3,11.8,24.0,271.0,,
926,2000,BMW,323CI,COMPACT,2.5,6.0,M5,Z,13.0,8.9,11.2,25.0,258.0,,
927,2000,BMW,323I,COMPACT,2.5,6.0,A5,Z,13.8,9.3,11.8,24.0,271.0,,
928,2000,BMW,323I,COMPACT,2.5,6.0,M5,Z,13.0,8.9,11.2,25.0,258.0,,
929,2000,BMW,328CI,COMPACT,2.8,6.0,A5,Z,13.9,9.4,11.9,24.0,274.0,,
930,2000,BMW,328CI,COMPACT,2.8,6.0,M5,Z,13.0,8.9,11.2,25.0,258.0,,
931,2000,BMW,328I,COMPACT,2.8,6.0,A5,Z,13.9,9.4,11.9,24.0,274.0,,
932,2000,BMW,328I,COMPACT,2.8,6.0,M5,Z,13.0,8.9,11.2,25.0,258.0,,
933,2000,BMW,528I,COMPACT,2.8,6.0,A4,Z,14.6,9.9,12.5,23.0,288.0,,
934,2000,BMW,528I,COMPACT,2.8,6.0,M5,Z,13.0,8.9,11.2,25.0,258.0,,
935,2000,BMW,528I TOURING,STATION WAGON: SMALL,2.8,6.0,A4,Z,14.6,9.9,12.5,23.0,288.0,,
936,2000,BMW,528I TOURING,STATION WAGON: SMALL,2.8,6.0,M5,Z,14.5,9.8,12.4,23.0,285.0,,
937,2000,BMW,540I,COMPACT,4.4,8.0,A5,Z,14.7,10.4,12.8,22.0,294.0,,
938,2000,BMW,540I,COMPACT,4.4,8.0,M6,Z,16.4,10.7,13.8,20.0,317.0,,
939,2000,BMW,540I TOURING,STATION WAGON: SMALL,4.4,8.0,A5,Z,15.5,11.9,13.9,20.0,320.0,,
940,2000,BMW,740I,MID-SIZE,4.4,8.0,A5,Z,15.4,10.9,13.4,21.0,308.0,,
941,2000,BMW,740IL,FULL-SIZE,4.4,8.0,A5,Z,15.4,10.9,13.4,21.0,308.0,,
942,2000,BMW,750IL,FULL-SIZE,5.4,12.0,A5,Z,19.1,12.7,16.2,17.0,373.0,,
943,2000,BMW,M COUPE,TWO-SEATER,3.2,6.0,M5,Z,13.9,10.1,12.2,23.0,281.0,,
944,2000,BMW,M ROADSTER,MINICOMPACT,3.2,6.0,M5,Z,13.9,10.1,12.2,23.0,281.0,,
945,2000,BMW,M5,COMPACT,4.9,8.0,M6,Z,19.6,12.2,16.3,17.0,375.0,,
946,2000,BMW,X5,SUV,4.4,8.0,A5,Z,14.9,10.2,12.8,22.0,294.0,,
947,2000,BMW,Z3,SUBCOMPACT,2.5,6.0,A4,Z,14.0,9.8,12.1,23.0,278.0,,
948,2000,BMW,Z3,SUBCOMPACT,2.5,6.0,M5,Z,13.4,9.5,11.6,24.0,267.0,,
949,2000,BMW,Z3,SUBCOMPACT,2.8,6.0,A4,Z,13.9,9.9,12.1,23.0,278.0,,
950,2000,BMW,Z3,SUBCOMPACT,2.8,6.0,M5,Z,13.9,9.9,12.1,23.0,278.0,,
951,2000,BMW,Z8,TWO-SEATER,4.9,8.0,M6,Z,19.3,13.0,16.5,17.0,380.0,,
952,2000,BUICK,CENTURY,MID-SIZE,3.1,6.0,A4,X,13.1,8.7,11.1,25.0,255.0,,
953,2000,BUICK,LESABRE,FULL-SIZE,3.8,6.0,A4,X,13.8,8.7,11.5,25.0,265.0,,
954,2000,BUICK,PARK AVENUE,FULL-SIZE,3.8,6.0,A4,X,14.4,9.1,12.0,24.0,276.0,,
955,2000,BUICK,PARK AVENUE ,FULL-SIZE,3.8,6.0,A4,Z,15.1,9.5,12.6,22.0,290.0,,
956,2000,BUICK,REGAL,MID-SIZE,3.8,6.0,A4,X,13.5,8.8,11.4,25.0,262.0,,
957,2000,BUICK,REGAL ,MID-SIZE,3.8,6.0,A4,Z,15.1,9.5,12.6,22.0,290.0,,
958,2000,CADILLAC,CATERA,MID-SIZE,3.0,6.0,A4,Z,14.7,10.4,12.8,22.0,294.0,,
959,2000,CADILLAC,DEVILLE,FULL-SIZE,4.6,8.0,A4,Z,15.5,9.6,12.9,22.0,297.0,,
960,2000,CADILLAC,ELDORADO,MID-SIZE,4.6,8.0,A4,Z,15.5,9.6,12.9,22.0,297.0,,
961,2000,CADILLAC,ESCALADE 4X4,SUV,5.7,8.0,A4,X,21.2,15.7,18.7,15.0,430.0,,
962,2000,CADILLAC,SEVILLE,MID-SIZE,4.6,8.0,A4,Z,15.5,9.6,12.9,22.0,297.0,,
963,2000,CHEVROLET,ASTRO AWD CARGO,VAN: CARGO,4.3,6.0,A4,X,17.0,13.0,15.2,19.0,350.0,,
964,2000,CHEVROLET,ASTRO AWD PASSENGER,VAN: PASSENGER,4.3,6.0,A4,X,17.4,13.4,15.6,18.0,359.0,,
965,2000,CHEVROLET,ASTRO CARGO,VAN: CARGO,4.3,6.0,A4,X,16.2,12.7,14.6,19.0,336.0,,
966,2000,CHEVROLET,ASTRO PASSENGER,VAN: PASSENGER,4.3,6.0,A4,X,17.7,13.9,16.0,18.0,368.0,,
967,2000,CHEVROLET,BLAZER,SUV,4.3,6.0,A4,X,16.2,12.7,14.6,19.0,336.0,,
968,2000,CHEVROLET,BLAZER,SUV,4.3,6.0,M5,X,16.3,11.7,14.2,20.0,327.0,,
969,2000,CHEVROLET,BLAZER 4X4,SUV,4.3,6.0,A4,X,16.9,13.0,15.2,19.0,350.0,,
970,2000,CHEVROLET,BLAZER 4X4,SUV,4.3,6.0,M5,X,18.7,14.5,16.8,17.0,386.0,,
971,2000,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK: STANDARD,4.3,6.0,A4,X,17.7,13.9,16.0,18.0,368.0,,
972,2000,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK: STANDARD,4.3,6.0,M5,X,18.5,14.4,16.7,17.0,384.0,,
973,2000,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK: STANDARD,4.8,8.0,A4,X,16.3,12.2,14.5,19.0,334.0,,
974,2000,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK: STANDARD,4.8,8.0,M5,X,18.9,12.9,16.2,17.0,373.0,,
975,2000,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK: STANDARD,5.3,8.0,A4,X,16.7,12.7,14.9,19.0,343.0,,
976,2000,CHEVROLET,C2500 SILVERADO,PICKUP TRUCK: STANDARD,5.3,8.0,A4,X,17.9,14.1,16.2,17.0,373.0,,
977,2000,CHEVROLET,C2500 SILVERADO,PICKUP TRUCK: STANDARD,6.0,8.0,A4,X,21.4,15.9,18.9,15.0,435.0,,
978,2000,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6.0,A4,X,13.9,8.9,11.7,24.0,269.0,,
979,2000,CHEVROLET,CAMARO,SUBCOMPACT,3.8,6.0,M5,X,13.7,8.5,11.4,25.0,262.0,,
980,2000,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8.0,A4,Z,15.4,10.7,13.3,21.0,306.0,,
981,2000,CHEVROLET,CAMARO,SUBCOMPACT,5.7,8.0,M6,Z,14.7,9.6,12.4,23.0,285.0,,
982,2000,CHEVROLET,CAVALIER,SUBCOMPACT,2.2,4.0,A4,X,11.6,8.2,10.1,28.0,232.0,,
983,2000,CHEVROLET,CAVALIER,SUBCOMPACT,2.2,4.0,M5,X,12.2,7.8,10.2,28.0,235.0,,
984,2000,CHEVROLET,CAVALIER,SUBCOMPACT,2.4,4.0,A4,X,12.5,8.8,10.8,26.0,248.0,,
985,2000,CHEVROLET,CAVALIER,SUBCOMPACT,2.4,4.0,M5,X,12.1,7.8,10.2,28.0,235.0,,
986,2000,CHEVROLET,CAVALIER BIFUEL,SUBCOMPACT,2.2,4.0,A3,X,11.8,8.9,10.5,27.0,242.0,,
987,2000,CHEVROLET,CORVETTE,SUBCOMPACT,5.7,8.0,A4,Z,15.5,10.7,13.4,21.0,308.0,,
988,2000,CHEVROLET,CORVETTE,SUBCOMPACT,5.7,8.0,M6,Z,14.4,9.4,12.1,23.0,278.0,,
989,2000,CHEVROLET,G15/G25 CHEVY VAN,VAN: CARGO,4.3,6.0,A4,X,17.8,13.9,16.0,18.0,368.0,,
990,2000,CHEVROLET,G15/G25 CHEVY VAN,VAN: CARGO,5.0,8.0,A4,X,18.2,13.8,16.2,17.0,373.0,,
991,2000,CHEVROLET,G15/G25 CHEVY VAN,VAN: CARGO,5.7,8.0,A4,X,19.3,14.9,17.3,16.0,398.0,,
992,2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN: PASSENGER,4.3,6.0,A4,X,18.3,14.3,16.5,17.0,380.0,,
993,2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN: PASSENGER,5.0,8.0,A4,X,18.5,14.4,16.7,17.0,384.0,,
994,2000,CHEVROLET,G1500/G2500 CHEVY EXPRESS,VAN: PASSENGER,5.7,8.0,A4,X,20.6,15.9,18.5,15.0,426.0,,
995,2000,CHEVROLET,IMPALA,FULL-SIZE,3.4,6.0,A4,X,13.6,8.6,11.3,25.0,260.0,,
996,2000,CHEVROLET,IMPALA,FULL-SIZE,3.8,6.0,A4,X,13.5,8.8,11.4,25.0,262.0,,
997,2000,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK: STANDARD,4.3,6.0,A4,X,17.0,13.0,15.2,19.0,350.0,,
998,2000,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK: STANDARD,4.3,6.0,M5,X,18.7,14.5,16.8,17.0,386.0,,
999,2000,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK: STANDARD,4.8,8.0,A4,X,17.3,14.1,15.9,18.0,366.0,,
1000,2000,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK: STANDARD,4.8,8.0,M5,X,20.1,14.6,17.6,16.0,405.0,,
1001,2000,CHEVROLET,K1500 SILVERADO 4X4,PICKUP TRUCK: STANDARD,5.3,8.0,A4,X,18.0,14.4,16.4,17.0,377.0,,
1002,2000,CHEVROLET,K1500 TAHOE 4X4,SUV,5.7,8.0,A4,X,21.1,15.9,18.7,15.0,430.0,,
1003,2000,CHEVROLET,LUMINA/MONTE CARLO,MID-SIZE,3.4,6.0,A4,X,13.6,8.6,11.3,25.0,260.0,,
1004,2000,CHEVROLET,LUMINA/MONTE CARLO,MID-SIZE,3.8,6.0,A4,X,13.5,8.8,11.4,25.0,262.0,,
1005,2000,CHEVROLET,MALIBU,MID-SIZE,3.1,6.0,A4,X,13.1,8.7,11.1,25.0,255.0,,
1006,2000,CHEVROLET,METRO,SUBCOMPACT,1.0,3.0,M5,X,7.1,5.5,6.4,44.0,147.0,,
1007,2000,CHEVROLET,METRO,SUBCOMPACT,1.3,4.0,A3,X,9.1,7.4,8.3,34.0,191.0,,
1008,2000,CHEVROLET,METRO,SUBCOMPACT,1.3,4.0,M5,X,7.6,5.9,6.8,42.0,156.0,,
1009,2000,CHEVROLET,NEW C1500 SUBURBAN,SUV,5.3,8.0,A4,X,18.9,14.6,17.0,17.0,391.0,,
1010,2000,CHEVROLET,NEW C1500 TAHOE,SUV,4.8,8.0,A4,X,18.7,14.9,17.0,17.0,391.0,,
1011,2000,CHEVROLET,NEW C1500 TAHOE,SUV,5.3,8.0,A4,X,18.9,14.6,17.0,17.0,391.0,,
1012,2000,CHEVROLET,NEW K1500 TAHOE 4X4,SUV,4.8,8.0,A4,X,18.7,14.9,17.0,17.0,391.0,,
1013,2000,CHEVROLET,NEW K1500 TAHOE 4X4,SUV,5.3,8.0,A4,X,18.9,14.7,17.0,17.0,391.0,,
1014,2000,CHEVROLET,S10,PICKUP TRUCK: SMALL,2.2,4.0,A4,X,13.8,9.9,12.1,23.0,278.0,,
1015,2000,CHEVROLET,S10,PICKUP TRUCK: SMALL,2.2,4.0,M5,X,12.2,8.8,10.7,26.0,246.0,,
1016,2000,CHEVROLET,S10,PICKUP TRUCK: SMALL,4.3,6.0,A4,X,15.4,11.4,13.6,21.0,313.0,,
1017,2000,CHEVROLET,S10,PICKUP TRUCK: SMALL,4.3,6.0,M5,X,16.1,11.4,14.0,20.0,322.0,,
